num,masses,lengths
677.0,5.139166,2.092222
678.0,5.185548,2.212064
679.0,4.512246,1.821565
680.0,3.193277,1.12255
681.0,5.529293,2.350469
683.0,3.409934,1.334971
684.0,3.020485,0.991057
685.0,3.413023,1.292164
687.0,5.067048,2.23767
689.0,4.317513,2.056761
690.0,6.063085,2.750915
691.0,4.972897,2.084167
693.0,4.187088,1.776191
695.0,3.213065,1.273096
696.0,2.553519,0.991057
697.0,3.278712,1.334971
698.0,4.808753,2.030533
699.0,4.015431,1.79656
700.0,4.971154,2.158953
701.0,7.024138,3.289138
702.0,2.921896,0.991057
703.0,5.774309,2.688214
706.0,4.446252,1.876598
707.0,5.018653,2.168539
708.0,3.33591,1.259158
709.0,4.840143,2.13945
710.0,4.475532,1.816017
711.0,3.581461,1.362856
712.0,5.200606,2.288641
713.0,3.751187,1.532043
714.0,3.485487,1.292164
715.0,5.410226,2.352772
717.0,5.156201,2.366844
718.0,5.509797,2.361452
721.0,5.325875,2.274018
722.0,5.508128,2.434431
724.0,5.415822,2.339001
725.0,2.973629,0.991057
726.0,5.640864,2.57362
727.0,6.482619,2.774227
728.0,3.045897,1.223345
729.0,4.426525,1.985167
730.0,2.552381,0.991057
731.0,4.341478,1.842147
732.0,3.228195,1.167251
734.0,5.680599,2.471894
735.0,4.397947,1.914839
736.0,4.251711,1.771837
740.0,2.932842,0.991057
741.0,2.87651,1.223345
742.0,6.651653,2.846633
744.0,4.532509,1.891471
749.0,4.111763,1.700496
751.0,4.563977,1.863263
752.0,6.231698,2.756034
753.0,3.286813,1.373871
754.0,4.034247,1.497233
756.0,3.939831,2.046651
757.0,4.085262,1.729489
758.0,3.365165,1.399496
759.0,2.85633,0.991057
761.0,6.184781,2.868646
762.0,5.04902,2.121789
763.0,3.187667,1.423637
764.0,3.672812,1.761175
765.0,2.839967,0.991057
766.0,3.366234,1.292164
767.0,6.857914,3.162254
768.0,2.8415,0.991057
769.0,2.846218,0.991057
770.0,3.526242,1.505391
771.0,2.964004,0.840608
772.0,6.333574,2.872115
773.0,3.95529,2.024674
774.0,2.538046,0.991057
777.0,2.864842,0.991057
779.0,4.430462,2.065348
780.0,7.552142,3.612426
783.0,5.635864,2.425572
784.0,4.345788,1.847373
785.0,8.14456,3.91014
786.0,3.283483,1.334971
788.0,4.773828,2.03866
789.0,3.293106,1.273096
790.0,2.936013,1.12255
791.0,3.677181,1.661564
792.0,3.701545,1.693179
793.0,4.600191,2.267574
794.0,4.998927,1.959765
796.0,6.206618,2.508779
797.0,3.811976,1.46823
798.0,3.946938,1.599709
800.0,3.241577,1.259158
801.0,6.53723,3.013908
803.0,3.710664,1.446505
804.0,7.900217,3.747643
805.0,4.51006,1.914839
806.0,4.194081,1.677185
807.0,3.88275,1.959765
808.0,2.844202,0.991057
809.0,4.567877,1.852516
811.0,4.356447,1.954067
813.0,2.541821,0.991057
814.0,2.544477,0.991057
816.0,3.108647,1.238548
817.0,7.99013,3.787273
818.0,2.610131,0.991057
819.0,3.196693,1.18441
820.0,2.844282,0.991057
821.0,3.511535,1.292164
822.0,3.694647,1.305097
823.0,5.091799,2.179333
824.0,3.694268,1.567213
825.0,3.106406,1.18441
826.0,4.79794,2.005154
827.0,5.641039,2.207283
